# SentiWordNet users' feedback
# Release: 13 May 2013
# More information and contact: http://sentiwordnet.isti.cnr.it/
# License: http://creativecommons.org/licenses/by-sa/4.0/
#
# count	synsetId	synsetPOS	swnPositivity	swnNegativity	feedbackPositivity	feedbackNegativity	date	IPanon	IPcountry	list(word#sense)
1790	5477305	n	0	0	0	0	2012-08-21	IP619	xx	pyriform_lobe#1 pyriform_area#1 piriform_lobe#1 piriform_area#1
1791	7073447	n	0	0.125	0	0	2012-08-21	IP620	xx	archaism#1 archaicism#1
1792	2340358	n	0	0	0	0	2012-08-21	IP621	MX	neotoma_floridana#1 eastern_woodrat#1
1793	383827	a	0	0	0	0	2012-08-22	IP622	DE	silvery-green#1 silver-green#1
1794	3917198	n	0	0	0	0	2012-08-22	IP622	DE	peristyle#1
1795	1914113	v	0	0	0	0	2012-08-22	IP623	SG	decussate#1
1796	13740765	n	0	0.125	0.25	0.125	2012-08-22	IP623	SG	sweet_fanny_adams#1 fuck_all#1 fanny_adams#1 bugger_all#1
1797	7529817	n	0.5	0	0.5	0	2012-08-24	IP624	CL	belonging#1
1798	8002384	n	0	0	0	0	2012-08-24	IP625	UY	dot_com_company#1 dot_com#1 dot-com#1
1799	3975926	n	0	0	0	0	2012-08-24	IP625	UY	stove_poker#1 salamander#3 poker#1 fire_hook#1
1800	8476165	n	0	0	0	0	2012-08-28	IP626	GB	taliban#1 taleban#1
1801	10085869	n	0	0	0	0	2012-08-28	IP627	GB	groom-to-be#1 fiance#1
1802	7713763	n	0	0	1	0	2012-08-30	IP628	xx	mustard_greens#1 mustard#3 leaf_mustard#2 indian_mustard#2
1803	564858	a	0	0	0.625	0	2012-08-31	IP629	xx	contrastive#3
1804	3382969	n	0	0	0.25	0	2012-08-31	IP629	xx	fore_plane#1
1805	3501520	n	0	0	0	0	2012-09-01	IP630	xx	head#30
1806	3502777	n	0	0	0	0	2012-09-01	IP631	IN	header#5
1807	12240965	n	0	0	0.125	0.125	2012-09-01	IP631	IN	staggerbush#1 stagger_bush#1 lyonia_mariana#1
1808	5552467	n	0	0	0.125	0	2012-09-01	IP631	IN	depressor_muscle#1 depressor#1
1809	399553	v	0	0.75	0	0.75	2012-09-03	IP632	xx	putrefy#1
1810	2397744	n	0	0	0	0	2012-09-03	IP632	xx	tayassu_tajacu#1 tayassu_angulatus#1 peccari_angulatus#1 javelina#1 collared_peccary#1
1811	295176	r	0	0	0	0	2012-09-03	IP632	xx	contemporaneously#1
1812	14481929	n	0	0.25	0	0	2012-09-03	IP632	xx	possibleness#1 possibility#2
1813	13744722	n	0	0	0.25	0.375	2012-09-04	IP633	xx	vi#1 sixer#1 six#1 sise#1 sextuplet#1 sextet#2 sestet#1 hexad#1 half_a_dozen#1 captain_hicks#1 6#1
1814	2103333	a	0	0.375	0	0.25	2012-09-04	IP633	xx	numb#1 benumbed#1 asleep#2
1815	2103333	a	0	0.375	0	0.25	2012-09-04	IP633	xx	numb#1 benumbed#1 asleep#2
1816	3430091	n	0	0	0	0	2012-09-04	IP633	xx	gauze_bandage#1 gauze#1
1817	10653529	n	0	0	0	0	2012-09-04	IP633	xx	steamfitter#1
1818	11797981	n	0	0	0	0	2012-09-04	IP633	xx	petty_morel#1 life-of-man#1 aralia_racemosa#1 american_spikenard#1
1819	2545272	v	0	0.25	0	0.125	2012-09-04	IP633	xx	venture#3 stake#1 jeopardize#2 hazard#2 adventure#2
1820	333611	a	0	0	0	0	2012-09-04	IP634	DE	sensory#1 receptive#3 centripetal#3
1821	6283647	n	0	0.375	0	0.375	2012-09-04	IP634	DE	dead_language#1
1822	4853948	n	0.5	0.25	0	1	2012-09-05	IP635	IT	corruptness#2 corruption#1
1823	272448	n	0.625	0	0	1	2012-09-05	IP635	IT	subversion#1 corruption#5
1824	159396	n	0	0	0	1	2012-09-05	IP635	IT	corruption#6
1825	4850996	n	0.75	0.125	0	1	2012-09-05	IP635	IT	putrefaction#3 depravity#1 depravation#1 degeneracy#2 corruption#4
1826	1970136	a	0	0	0.625	0.125	2012-09-06	IP636	DE	semestrial#1 semestral#1
1827	9833536	n	0	0	0	0	2012-09-06	IP637	FI	bread_maker#1 baker#2
1828	10646325	n	0	0	0	0	2012-09-09	IP638	RO	stalinist#1
1829	11641275	n	0	0	0	0	2012-09-09	IP638	RO	sequoiadendron#1 genus_sequoiadendron#1
1830	10667187	n	0	0.125	0	0.125	2012-09-10	IP639	xx	stupid_person#1 stupid#1 stupe#1 pudding_head#1 pudden-head#1 poor_fish#1 pillock#1 dullard#1 dolt#1
1831	10667187	n	0	0.125	0	0.375	2012-09-10	IP639	xx	stupid_person#1 stupid#1 stupe#1 pudding_head#1 pudden-head#1 poor_fish#1 pillock#1 dullard#1 dolt#1
1832	4088229	n	0	0	0	0	2012-09-11	IP640	EU	ribbon_development#1
1833	10928299	n	0	0	1	0	2012-09-12	IP641	BR	willem_de_kooning#1 de_kooning#1
1834	1025246	v	0	0	0	0	2012-09-12	IP642	NP	raise#19 bring_up#6
1835	104147	v	0	0	1	0	2012-09-12	IP642	NP	sunbathe#1 sun#1
1836	960734	v	0	0	0	0	2012-09-12	IP643	xx	synchronize#3 synchronise#2
1837	12476036	n	0	0	0	0	2012-09-12	IP644	xx	sisal_family#1 family_agavaceae#1 agave_family#1 agavaceae#1
1838	7054336	n	0	0	0.125	0.5	2012-09-13	IP645	DE	ballet#2
1839	11034167	n	0	0	0.5	0.125	2012-09-13	IP645	DE	odd_hassel#1 hassel#1
1840	282675	a	0.125	0	0.125	0	2012-09-13	IP646	xx	slick#3 sleek#3 silky#1 silklike#1 silken#1 satiny#1
1841	311809	n	0	0.125	0	0.125	2012-09-13	IP647	ID	sashay#3 pleasure_trip#1 outing#1 junket#2 jaunt#1 expedition#4 excursion#1
1842	2343762	a	0.75	0	0.375	0	2012-09-13	IP648	DE	outstanding#1
1843	1155206	a	0.125	0	0.125	0	2012-09-13	IP646	xx	velvety#2 velvet#2
1844	10928645	n	0	0	0	0	2012-09-14	IP649	IN	walter_john_de_la_mare#1 walter_de_la_mare#1 de_la_mare#1
1845	9022265	n	0	0	0	0	2012-09-14	IP649	IN	uzbekistan#1 uzbek#2 republic_of_uzbekistan#1
1846	308188	a	0	0.75	0.625	0.375	2012-09-14	IP645	DE	incapable#3
1847	8780510	n	0	0	0	0	2012-09-14	IP650	CN	aland_islands#1 ahvenanmaa#1 aaland_islands#1
1848	11121108	n	0	0.25	0	0	2012-09-14	IP651	DE	st._lawrence#1 saint_lawrence#1 lawrence#1 laurentius#1
1849	2509071	n	0	0	0	0	2012-09-14	IP651	DE	potos#1 genus_potos#1
1850	10663315	n	0	0	0	0.125	2012-09-14	IP651	DE	streetwalker#1 street_girl#1 slattern#1 hustler#1 hooker#3 floozy#1 floozie#1
1851	6873139	n	0	0	0	0	2012-09-14	IP651	DE	soprano#2
1852	7863374	n	0	0	0	0	2012-09-14	IP651	DE	pasta#1
1853	9418810	n	0	0	0	0	2012-09-14	IP651	DE	saddleback#1 saddle#2
1854	2494538	n	0	0	1	0	2012-09-16	IP652	xx	scandentia#1 order_scandentia#1
1855	8233762	n	0	0	0	0	2012-09-17	IP653	IN	united_mine_workers_of_america#1 united_mine_workers#1
1856	1397114	n	0	0.25	0	0.25	2012-09-17	IP654	IN	algae#1 alga#1
1857	2098694	a	0.25	0	0	0.25	2012-09-17	IP654	IN	self-loving#1 narcissistic#1 egotistical#1 egotistic#1
1858	1378671	a	0.25	0	0	0	2012-09-17	IP653	IN	taken#1 interpreted#1
1859	8496199	n	0	0	0	0	2012-09-17	IP654	IN	aposelene#1 apolune#1
1860	6043075	n	0	0	0	0	2012-09-18	IP655	RO	medicine#1 medical_specialty#1
1861	1292683	a	0.375	0	0.375	0	2012-09-18	IP655	RO	partial#3 fond#3
1862	1830134	a	0.125	0	0.125	0	2012-09-18	IP655	RO	influential#1
1863	1830134	a	0.125	0	0.125	0	2012-09-18	IP655	RO	influential#1
1864	1513512	a	0.125	0.875	0.125	0.875	2012-09-18	IP655	RO	strong#2
1865	1826979	a	0.125	0	0.125	0	2012-09-18	IP655	RO	strong#3 potent#2
1866	1824244	a	0.25	0	0.25	0	2012-09-18	IP655	RO	strong#4 stiff#4 potent#3
1867	2526124	a	0.125	0	0.125	0	2012-09-18	IP655	RO	unattackable#1 unassailable#1 strong#5 secure#4 inviolable#2 impregnable#1
1868	2275412	a	0.75	0	0.75	0	2012-09-18	IP655	RO	substantial#5 strong#6 solid#7
1869	1961786	a	0	0.5	0	0.5	2012-09-18	IP655	RO	strong#7
1870	1158974	a	0	0	0	0	2012-09-18	IP655	RO	strong#8 hard#10
1871	5799212	n	0.125	0	0.125	0	2012-09-18	IP655	RO	tryout#1 trial_run#1 trial#2 test#1
1872	1006675	n	0.125	0	0.125	0	2012-09-18	IP655	RO	test#2 psychometric_test#1 mental_testing#1 mental_test#1
1873	7197021	n	0	0	0	0	2012-09-18	IP655	RO	test#3 examination#2 exam#1
1874	794367	n	0	0	0	0	2012-09-18	IP655	RO	trial#3 test#4
1875	2376429	v	0	0	0	0.375	2012-09-19	IP656	xx	pursue#4 follow_up_on#1 act_on#1
1876	732160	a	0	0.75	0	0	2012-09-20	IP657	KR	neutral#3
1877	2495922	a	0	0	0.5	0	2012-09-20	IP658	MO	utile#1 useful#1
1878	1090820	a	0	0	0.5	0	2012-09-20	IP658	MO	utilitarian#1 useful#2
1879	15270245	n	0	0	0	0	2012-09-21	IP625	UY	time_slot#1 slot#3
1880	7274316	n	0	0	0	0	2012-09-21	IP659	VN	nod#1
1881	5893356	n	0	0.125	0	0.125	2012-09-22	IP660	IR	presumption#1 precondition#2 given#1
1882	11354333	n	0	0	0	0	2012-09-23	IP661	xx	william_tyndale#1 william_tindale#1 william_tindal#1 tyndale#1 tindale#1 tindal#1
1883	11435028	n	0	0	0	0	2012-09-23	IP661	xx	electric_charge#1 charge#4
1884	260695	a	0	0	0	0.375	2012-09-23	IP661	xx	bourgeois#3
1885	14497120	n	0	0	0	0	2012-09-24	IP662	IN	kilter#1 kelter#1
1886	6341340	n	0	0	1	0	2012-09-24	IP662	IN	mr.#1 mr#1 mister#1
1887	6341340	n	0	0	1	0	2012-09-24	IP662	IN	mr.#1 mr#1 mister#1
1888	1073556	n	0.25	0	0.25	0	2012-09-24	IP662	IN	pleasing#1
1889	11956348	n	0	0	0.375	0.375	2012-09-24	IP662	IN	horseweed#2 fleabane#3 erigeron_canadensis#1 conyza_canadensis#1 canadian_fleabane#1
1890	10655442	n	0	0	0	0.125	2012-09-24	IP662	IN	steward#1
1891	2205383	n	0	0	0	0	2012-09-24	IP662	IN	simuliidae#1 family_simuliidae#1
1892	1690857	n	0	0	0	0	2012-09-24	IP662	IN	xenosaurus#1 genus_xenosaurus#1
1893	12584559	n	0	0	0	0	2012-09-25	IP663	NL	genus_arenga#1 arenga#1
1894	9461724	n	0	0	0	0	2012-09-25	IP663	NL	triangulum#1 triangle#3
1895	52882	r	0	0.25	0	0.5	2012-09-25	IP663	NL	bitterly#2
1896	7392483	n	0	0.375	0	0.25	2012-09-25	IP664	GR	rumbling#1 rumble#1 grumbling#1 grumble#1
1897	10296832	n	0	0.5	0	0.5	2012-09-25	IP665	GB	martyr#2
1898	969103	a	0	0.625	0	0.375	2012-09-26	IP666	IN	gothic#5
1899	9425159	n	0	0	0	1	2012-09-26	IP667	xx	sayan_mountains#1
1900	9793717	n	0	0	0	0	2012-09-28	IP668	PK	backer#1 angel#3
1901	1913533	n	0	0	0	0	2012-09-30	IP669	SI	sertularia#1 genus_sertularia#1
1902	1527774	n	0	0	0	0	2012-09-30	IP669	SI	genus_alauda#1 alauda#1
1903	2917521	n	0	0	0	0	2012-09-30	IP669	SI	bullion#2
1904	1020731	v	0	0	0	0	2012-09-30	IP669	SI	make_out#8 fill_out#1 fill_in#4 complete#5
1905	3639675	n	0.25	0	0	0.75	2012-09-30	IP669	SI	land_mine#1 ground-emplaced_mine#1 booby_trap#1
1906	1652139	v	0.125	0	0.125	0	2012-10-01	IP670	xx	turn_out#6 bear#5
1907	503664	a	0	0.125	0	0.125	2012-10-01	IP670	xx	unfirm#2 shifting#3
1908	11872658	n	0	0	0	0	2012-10-01	IP670	xx	turritis_glabra#1 tower_mustard#1 tower_cress#1 arabis_glabra#1
1909	1316467	a	0.5	0.375	0	1	2012-10-01	IP670	xx	repressed#1 pent-up#1
1910	2357401	n	0	0	0	0	2012-10-01	IP670	xx	tamiasciurus_hudsonicus#1 spruce_squirrel#1 sciurus_hudsonicus#1 red_squirrel#1 american_red_squirrel#1
1911	397757	a	0	0	0	0	2012-10-01	IP670	xx	flesh-coloured#1 flesh-colored#1
1912	2083863	n	0	0	0	0	2012-10-01	IP670	xx	genus_canis#1 canis#1
1913	12580654	n	0	0	0	0	2012-10-01	IP670	xx	wisteria_floribunda#1 japanese_wistaria#1
1914	9679170	n	0	0.25	0	0	2012-10-01	IP670	xx	gentile#2
1915	1583373	n	0	0	0	0	2012-10-01	IP670	xx	strepera#1 genus_strepera#1
1916	2016298	v	0	0	0	0	2012-10-01	IP670	xx	deplane#1
1917	14711364	n	0	0.125	0	0.125	2012-10-01	IP670	xx	acrylamide#1
1918	416409	n	0	0	0.5	0.5	2012-10-01	IP671	BE	sunnah#1 sunna#1 hadith#2
1919	12230540	n	0	0	0	0	2012-10-01	IP671	BE	manzanita#2 madrono#1 madrona#1 arbutus_menziesii#1
1920	1123148	a	0.75	0	0.75	0	2012-10-02	IP672	RO	good#1
1921	1541258	a	0	0.5	0.25	0.25	2012-10-03	IP673	SG	unrestricted#4
1922	2359308	a	0	0.5	0	0.5	2012-10-05	IP674	IN	unsurprised#1 not_surprised#1
1923	8412362	n	0	0	0	0	2012-10-05	IP674	IN	playschool#1 play_group#1
1924	12854193	n	0	0	0	0	2012-10-07	IP675	xx	white_horehound#1 marrubium_vulgare#1 common_horehound#1
1925	15188359	n	0	0	0.375	0.25	2012-10-07	IP675	xx	easter_sunday#1 easter_day#1
1926	9049599	n	0	0	0	0	2012-10-08	IP676	DE	gulf_states#1
1927	1087093	a	0	0.5	0	0.5	2012-10-08	IP676	DE	white#8 clean#12 blank#1
1928	3127925	n	0	0	1	0	2012-10-09	IP677	MX	crate#1
1929	3205903	n	0	0	0	0	2012-10-09	IP677	MX	dirty_bomb#1
1930	8216795	n	0	0	0	0	2012-10-09	IP678	GB	section#11
1931	10348752	n	0	0	1	0	2012-10-11	IP679	TR	nawab#1 nabob#1
1932	1123148	a	0.75	0	0.875	0	2012-10-11	IP680	IL	good#1
1933	1345307	a	0	0.25	0	0.125	2012-10-11	IP680	IL	wearisome#1 tiresome#1 tedious#1 slow#5 irksome#1 ho-hum#1 dull#4 deadening#1 boring#1
1934	424599	n	0	0.625	0	0.5	2012-10-12	IP681	SG	inhuman_treatment#1 cruelty#1
1935	12315060	n	0	0	0	0	2012-10-12	IP681	SG	virginian_witch_hazel#1 hamamelis_virginiana#1
1936	8253450	n	0	0	0	0	2012-10-13	IP475	IN	masquerade_party#1 masquerade#1 masque#1 mask#3
1937	2930083	a	0	0	0	0	2012-10-13	IP475	IN	irrational#2
1938	1926376	a	0.125	0.5	0.125	0.5	2012-10-13	IP475	IN	irrational#1
1939	13730584	n	0	0	0	0	2012-10-13	IP475	IN	irrational_number#1 irrational#1
1940	2449699	n	0	0	0	0	2012-10-14	IP682	IN	grison_vittatus#1 grison#1 galictis_vittatus#1
1941	9545976	n	0	0.125	0	1	2012-10-16	IP683	xx	ghost#3
1942	4962240	n	0	0	0	0	2012-10-16	IP684	xx	oxford_grey#1 oxford_gray#1 charcoal_grey#1 charcoal_gray#1 charcoal#3
1943	2918964	n	0	0	0	0	2012-10-16	IP684	xx	dodgem#1 bumper_car#1
1944	3069388	a	0	0	0	0	2012-10-16	IP684	xx	gonadotropic#1 gonadotrophic#1
1945	11025326	n	0	0	0.625	0.125	2012-10-16	IP685	DE	halley#1 edmund_halley#1 edmond_halley#1
1946	1107625	v	0.25	0	0.75	0	2012-10-19	IP686	CN	outbrave#2
1947	2624263	v	0	0	0.875	0	2012-10-19	IP686	CN	uprise#1 spring_up#1 rise#6 originate#1 grow#6 develop#5 arise#1
1948	1099231	n	0	0	0	0	2012-10-19	IP686	CN	high_finance#1
1949	1528239	a	0.375	0.125	0	1	2012-10-19	IP686	CN	argentiferous#1
1950	11622591	n	0	0	0	1	2012-10-19	IP686	CN	subalpine_fir#1 alpine_fir#1 abies_lasiocarpa#1
1951	2498888	n	0	0	0	1	2012-10-19	IP686	CN	nycticebus#1 genus_nycticebus#1
1952	8119397	n	0.125	0	0.125	0.75	2012-10-19	IP686	CN	purchasing_department#1
1953	2423865	a	0.375	0	0.375	0	2012-10-19	IP686	CN	slicked_up#1
1954	2109150	n	0	0	0.625	0.375	2012-10-19	IP686	CN	guide_dog#1
1955	1734502	v	0	0	0	0	2012-10-20	IP687	LB	replicate#3 repeat#2 reduplicate#2 duplicate#1 double#6
1956	13771404	n	0	0	0	0	2012-10-21	IP688	CO	drop#2 driblet#1 drib#1
1957	10068234	n	0	0	0.5	0	2012-10-22	IP689	NO	tester#1 quizzer#1 examiner#1
1958	693679	n	0	0	0	0	2012-10-22	IP690	ID	transplantation#1 transplant#2 organ_transplant#1
1959	13580415	n	0	0	0	0	2012-10-22	IP690	ID	sufficiency#2 enough#1
1960	12106134	n	0	0	0	0	2012-10-23	IP691	GB	intermediate_wheatgrass#1 elymus_hispidus#1 agropyron_intermedium#1
1961	634559	a	0	0	1	0	2012-10-23	IP692	IN	rectified#1
1962	2087156	v	0	0	0	0	2012-10-24	IP693	xx	land#4
1963	5245626	n	0	0	0	1	2012-10-24	IP694	xx	whitehead#2 milium#1
1964	14213512	n	0	0	0	0	2012-10-24	IP695	IT	misshapenness#1 malformation#1 deformity#1
1965	2862251	a	0	0	0	0	2012-10-24	IP695	IT	possessive#1 genitive#1
1966	12799580	n	0	0	0	1	2012-10-24	IP695	IT	lithophragma#1 genus_lithophragma#1
1967	325493	r	0	0	0	0	2012-10-24	IP695	IT	edgewise#2 edgeways#1
1968	13852600	n	0	0	0	1	2012-10-24	IP695	IT	international_scale#1 centigrade_scale#1 celsius_scale#1
1969	4458409	n	0	0	0	1	2012-10-24	IP695	IT	totem#2
1970	4167122	n	0	0	0	1	2012-10-24	IP695	IT	seedbed#1
1971	10076033	n	0	0.125	0	0.125	2012-10-24	IP695	IT	queer#1 queen#6 pouf#1 poove#1 poof#1 pansy#3 nance#1 fairy#2 fagot#1 faggot#1 fag#1
1972	7703743	n	0	0	0	0	2012-10-25	IP696	TH	polenta#1
1973	10862999	n	0	0	0	0	2012-10-25	IP697	CZ	georges_braque#1 braque#1
1974	1622505	a	0.375	0	0.375	0	2012-10-27	IP698	CN	open#19 clear#3
1975	2541431	n	0	0	0	0	2012-10-28	IP699	xx	family_elopidae#1 elopidae#1
1976	1635176	v	0	0	0	0	2012-10-29	IP700	AU	retell#2 fictionalize#1 fictionalise#1
1977	10331841	n	0	0	0	0.25	2012-10-30	IP701	xx	undertaker#1 mortician#1 funeral_undertaker#1 funeral_director#1
1978	3208229	n	0	0	0.125	0	2012-10-31	IP702	MX	germicide#1 disinfectant#1 antimicrobic#1 antimicrobial#1
1979	5292856	n	0	0	0	0	2012-10-31	IP703	SE	musculus_anconeus#1 anconeous_muscle#1
1980	378479	n	0	0	0	0	2012-10-31	IP703	SE	lighting#4 kindling#2 inflammation#4 ignition#3 firing#3
1981	1209210	a	0	0.25	0	0.25	2012-10-31	IP703	SE	low-necked#1 low-cut#1 decollete#1
1982	1523248	n	0.125	0	0.125	0	2012-10-31	IP703	SE	giant_moa#1 dinornis_giganteus#1
1983	914769	v	0	0.125	0	0.125	2012-10-31	IP703	SE	throw_in#3 put_in#6 interpose#3 interject#1 inject#6 come_in#4
1984	15112565	n	0	0	0	0	2012-10-31	IP703	SE	vitrification#1
1985	374677	n	0	0	0	0	2012-10-31	IP703	SE	intensification#2
1986	6203222	n	0	0	0	1	2012-10-31	IP703	SE	experimenter_bias#1
1987	4338359	n	0	0	0	0	2012-10-31	IP703	SE	string#9
1988	11965218	n	0	0	0	0	2012-11-01	IP704	CN	fireweed#2 erechtites_hieracifolia#1
1989	386915	n	0	0	0	0	2012-11-01	IP704	CN	cutting#3 cut#17
1990	50037	n	0	0	0	0	2012-11-01	IP704	CN	registration#1 enrolment#1 enrollment#1
1991	301354	r	0.125	0	0.125	0	2012-11-01	IP704	CN	descriptively#1
1992	2187793	a	0	0	0	0	2012-11-01	IP704	CN	xv#1 fifteen#1 15#1
1993	2187793	a	0	0	0	0	2012-11-01	IP704	CN	xv#1 fifteen#1 15#1
1994	8279184	n	0	0	0	0	2012-11-06	IP705	PL	driving_school#1
1995	537534	n	0	0	0	0	2012-11-06	IP705	PL	waltz#3 valse#1
1996	11882074	n	0	0	0	0	2012-11-06	IP705	PL	meadow_cress#1 lady&#039;s_smock#1 cuckooflower#1 cuckoo_flower#1 cardamine_pratensis#1
1997	4412416	n	0	0	0	0	2012-11-06	IP705	PL	tipi#1 tepee#1 teepee#1
1998	9618880	n	0	0	0	0	2012-11-06	IP706	IT	ex-president#1
1999	9711870	n	0	0	0	0	2012-11-06	IP706	IT	theban#2
2000	2557719	a	0.25	0	0.25	0	2012-11-06	IP706	IT	nutritive#1 nutritious#1 nutrient#1 nourishing#1 alimentary#1 alimental#1
2001	860620	v	0.75	0	0.875	0	2012-11-06	IP706	IT	proclaim#4 laud#1 glorify#1 extol#1 exalt#1
2002	731000	v	0	0	0.75	0.25	2012-11-07	IP707	ID	capitalize#5 capitalise#5
2003	14250232	n	0	0	0	0.25	2012-11-07	IP708	NL	pheochromocytoma#1 phaeochromocytoma#1
2004	2032730	a	0	0	0	0	2012-11-07	IP708	NL	right-hand#1
2005	2730304	a	0.25	0.5	0.25	0.375	2012-11-07	IP708	NL	formalized#1 formalistic#1 formalised#1
2006	4113038	n	0	0	0	0	2012-11-08	IP709	GB	rouleau#2
2007	4869256	n	0.75	0	0.875	0	2012-11-08	IP710	BR	scrupulousness#1
2008	1014731	n	0	0	0.375	0	2012-11-08	IP710	BR	compiling#1 compilation#2
2009	8217450	n	0	0	0.75	0	2012-11-08	IP710	BR	violin_section#1
2010	12847927	n	0	0	0	0	2012-11-09	IP711	xx	pennyroyal#2 hedeoma_pulegioides#1 american_pennyroyal#1
2011	6337594	n	0	0	0	0	2012-11-09	IP712	NL	praenomen#1
2012	14262153	n	0	0	0.25	0.375	2012-11-11	IP713	IN	camelpox#1
2013	848894	v	0.25	0.25	0	0.75	2012-11-12	IP714	IT	bristle_up#1 bristle_at#1 bridle_up#1 bridle_at#1
2014	11052043	n	0	0	0.625	0.125	2012-11-12	IP715	NL	hirschfeld#1 al_hirschfeld#1
2015	1023636	n	0	0	0	0	2012-11-12	IP716	xx	procedure#4
2016	11125646	n	0	0	0	0	2012-11-12	IP716	xx	lemaitre#1 georges_henri_lemaitre#1 edouard_lemaitre#1
2017	48051	n	0	0	0.25	0.375	2012-11-12	IP716	xx	sledding#2 going#3
2018	8175875	n	0	0	0	0	2012-11-12	IP716	xx	organization_for_the_prohibition_of_chemical_weapons#1 opcw#1
2019	10109443	n	0	0.125	0	0.125	2012-11-14	IP717	BE	monstrosity#1 monster#3 lusus_naturae#1 freak#1
2020	1581434	n	0	0	0	0	2012-11-14	IP718	PT	rocky_mountain_jay#1 perisoreus_canadensis_capitalis#1
2021	294868	n	0	0	0	0.25	2012-11-14	IP719	xx	creeping#1 creep#4 crawling#1 crawl#3
2022	7090108	n	0	0.625	0.625	0.375	2012-11-15	IP720	IR	wordiness#1 windiness#2 prolixness#1 prolixity#1 long-windedness#1
2023	5537576	n	0	0	0.625	0.125	2012-11-15	IP720	IR	vermiform_process#1 vermiform_appendix#1 cecal_appendage#1 appendix#2
2024	1539225	a	0.5	0.375	0.5	0.375	2012-11-15	IP721	IN	modest#1
2025	7771082	n	0	0	0	0	2012-11-15	IP722	KR	beechnut#1
2026	9965134	n	0	0	0	0	2012-11-15	IP721	IN	vamper#1 vamp#1 tease#2 prickteaser#1 minx#1 flirt#1 coquette#1
2027	2331960	n	0	0	0	0	2012-11-16	IP723	xx	mus#1 genus_mus#1
2028	1123148	a	0.75	0	0.75	0	2012-11-18	IP724	TR	good#1
2029	106020	a	0	0	0.125	0.125	2012-11-18	IP724	TR	good#2 full#6
2030	5450370	n	0	0	1	0	2012-11-19	IP725	VN	packed_cells#1
2031	3567474	n	0	0	0.125	0.125	2012-11-19	IP318	IT	independence_hall#1
2032	3567474	n	0	0	0	0	2012-11-19	IP318	IT	independence_hall#1
2033	12749289	n	0	0	0	0	2012-11-19	IP726	xx	euonymus_europaeus#1 common_spindle_tree#1
2034	11465297	n	0	0.125	0	0	2012-11-19	IP726	xx	bluster#3
2035	9837580	n	0	0	0	0	2012-11-19	IP726	xx	bank_commissioner#1
2036	3664943	n	0	0	0	0	2012-11-19	IP726	xx	ligament#2
2037	12602980	n	0	0	0	0	2012-11-19	IP726	xx	rhubarb_plant#1 rhubarb#2
2038	650267	n	0	0	0	0	2012-11-19	IP726	xx	plasmapheresis#1
2039	3231024	n	0	0	0	0	2012-11-19	IP726	xx	drawing_board#1 drafting_board#1
2040	1275658	v	0	0	0	0	2012-11-19	IP726	xx	scarify#2
2041	2686159	a	0	0	0	0	2012-11-19	IP726	xx	intracellular#1
2042	471711	v	0	0	0	0.375	2012-11-19	IP726	xx	get_rid_of#2 extinguish#4 eliminate#1 do_away_with#1
2043	12516165	n	0	0	0.625	0.125	2012-11-20	IP727	xx	kentucky_yellowwood#1 gopherwood#1 cladrastis_lutea#1 cladrastis_kentukea#1
2044	6702888	n	0	0	0	0	2012-11-20	IP728	xx	doctor_of_dental_medicine#1 dmd#1
2045	801125	n	0	0.25	0	1	2012-11-20	IP729	xx	war#4
2046	9544109	n	0	0	0	1	2012-11-20	IP729	xx	vampire#1 lamia#1
2047	11289999	n	0	0	0	0	2012-11-21	IP730	xx	scribe#1 augustin_eugene_scribe#1
2048	7543288	n	0.625	0	0.75	0	2012-11-21	IP731	xx	love#1
2049	9343123	n	0	0	0.625	0.375	2012-11-22	IP732	BR	loire_valley#1
2050	2299846	n	0	0	0	0	2012-11-22	IP733	FR	death&#039;s-head_moth#1 acherontia_atropos#1
2051	13182164	n	0	0	0	0	2012-11-22	IP733	FR	green_spleenwort#1 asplenium_viride#1
2052	15262921	n	0.125	0	0.125	0.125	2012-11-22	IP734	FR	today#1
2053	14400507	n	0	0	0	0	2012-11-23	IP735	IN	voicelessness#1 aphonia#1
2054	9917593	n	0	0	0.875	0.125	2012-11-23	IP735	IN	youngster#1 tyke#3 tike#2 tiddler#1 small_fry#2 shaver#2 nipper#1 nestling#2 minor#1 kid#1 fry#3 child#1
2055	1999085	a	0.375	0	0.25	0.25	2012-11-23	IP736	FR	unaccountable#2
2056	7959943	n	0	0.125	0	0.25	2012-11-25	IP737	GB	clustering#1 cluster#1 clump#1 bunch#1
2057	2436025	a	0.375	0	0	0.375	2012-11-26	IP738	MX	unsufferable#1 unacceptable#3 insufferable#1 impossible#3
2058	9982873	n	0.125	0	0.125	0.375	2012-11-26	IP738	MX	cunt#1 bitch#2
2059	1751389	v	0	0	0.125	0.125	2012-11-26	IP739	MY	underplay#1 underact#1
2060	1145359	n	0	0	0	0	2012-11-26	IP739	MY	restraint#1
2061	2468617	n	0	0	1	0	2012-11-26	IP739	MY	shaft#12 quill#4 calamus#5
2062	12777892	n	0	0	0	0	2012-11-26	IP740	TW	texas_snowbells#1 texas_snowbell#1 styrax_texana#1
2063	7893425	n	0	0	0.375	0.5	2012-11-26	IP741	GR	sacramental_wine#1 altar_wine#1
